filename	mention_id	label	start_span	end_span	span	code	semantic_rel	annotation	sentence	Prediction	Predicted_code
1022781	1022781.4	Anatomy	26	34	pancreas	C0030274	EXACT	PANCREAS	Pancreatite chronique sur [pancreas]{Anatomy} annulaire un cas diagnostiqué par cholangio-wirsungographie endoscopique	Pancreas	C0030274
1022781	1022781.5	Disorders	52	64	diagnostiqué	C0011900	EXACT	Diagnostic	Pancreatite chronique sur pancreas annulaire un cas [diagnostiqué]{Disorders} par cholangio-wirsungographie endoscopique	Diagnosis	C0011900
1022781	1022781.6	Procedures	95	107	endoscopique	C0014245	EXACT	Endoscopic	Pancreatite chronique sur pancreas annulaire un cas diagnostiqué par cholangio-wirsungographie [endoscopique]{Procedures}	Endoscopy (procedure)	C0014245
1025308	1025308.1	Chemicals & Drugs	13	20	caféine	C0006644	EXACT	Caféine	Dosage de la [caféine]{Chemicals & Drugs} dans les matières premières pharmaceutiques	Caffeine	C0006644
10320911	10320911.2	Disorders	63	86	hypertension artérielle	C0020538	EXACT	Hypertension artérielle	L' hyperplasie médullosurrénalienne : une étiologie rare de l' [hypertension artérielle]{Disorders} -- rapport d' un cas .	Hypertensive disease	C0020538
10320911	10320911.3	Anatomy	76	86	artérielle	C0003842	EXACT	Arteries set	L' hyperplasie médullosurrénalienne : une étiologie rare de l' hypertension [artérielle]{Anatomy} -- rapport d' un cas .	Arteries	C0003842
10327465	10327465.1	Anatomy	32	38	tibial	C0040184	EXACT	Tibial	Etude de la mobilité du plateau [tibial]{Anatomy} d' une prothèse totale de genou à plateau mobile .	Bone structure of tibia	C0040184
10327465	10327465.2	Devices	46	70	prothèse totale de genou	C0182477	EXACT	Total Knee Prostheses	Etude de la mobilité du plateau tibial d' une [prothèse totale de genou]{Devices} à plateau mobile .	Total knee joint prosthesis	C0182477
10327465	10327465.3	Anatomy	65	70	genou	C0022742	EXACT	Genou	Etude de la mobilité du plateau tibial d' une prothèse totale de [genou]{Anatomy} à plateau mobile .	Knee	C0022742
10327465	10327465.4	Anatomy	24	38	plateau tibial	C0584640	EXACT	Plateau tibial	Etude de la mobilité du [plateau tibial]{Anatomy} d' une prothèse totale de genou à plateau mobile .	Tibial plateau structure	C0584640
10333701	10333701.2	Procedures	31	40	chirurgie	C0543467	EXACT	Chirurgie	Chimiotherapie adjuvante apres [chirurgie]{Procedures} dans les carcinomes colo-rectaux non metastatiques ( résultats de 2 ans à propos de 52 cas ).	Operative Surgical Procedures	C0543467
10333701	10333701.3	Disorders	50	73	carcinomes colo-rectaux	C0009402	EXACT	Carcinomes colo-rectaux	Chimiotherapie adjuvante apres chirurgie dans les [carcinomes colo-rectaux]{Disorders} non metastatiques ( résultats de 2 ans à propos de 52 cas ).	Colorectal Carcinoma	C0009402
10335104	10335104.1	Chemicals & Drugs	3	13	névirapine	C0132326	EXACT	Névirapine	La [névirapine]{Chemicals & Drugs} ( viramune ): un nouvel inhibiteur du VIH .	Nevirapine	C0132326
10335104	10335104.4	Chemicals & Drugs	16	24	viramune	C0728726	EXACT	Viramune	La névirapine ( [viramune]{Chemicals & Drugs} ): un nouvel inhibiteur du VIH .	Viramune	C0728726
10372326	10372326.1	Disorders	0	34	Ostéomyélite chronique multifocale	C0410422	EXACT	Ostéomyélite multifocale récidivante chronique	[Ostéomyélite chronique multifocale]{Disorders} récurrente : scintigraphie ou IRM .	Chronic multifocal osteomyelitis	C0410422
10372326	10372326.2	Disorders	0	12	Ostéomyélite	C0029443	EXACT	Ostéomyélite	[Ostéomyélite]{Disorders} chronique multifocale récurrente : scintigraphie ou IRM .	Osteomyelitis	C0029443
10372326	10372326.4	Procedures	65	68	IRM	C0024485	EXACT	IRM	Ostéomyélite chronique multifocale récurrente : scintigraphie ou [IRM]{Procedures} .	Magnetic Resonance Imaging	C0024485
10429796	10429796.1	Physiology	37	45	immunité	C0020964	EXACT	Immunité	Quel est l' âge d' acquisition de l' [immunité]{Physiology} contre les principaux agents pathogènes dans les premières années de vie ?	Immunity	C0020964
10429796	10429796.2	Living Beings	68	85	agents pathogènes	C0450254	EXACT	Pathogen	Quel est l' âge d' acquisition de l' immunité contre les principaux [agents pathogènes]{Living Beings} dans les premières années de vie ?	Pathogenic organism	C0450254
10429796	10429796.3	Geographic Areas	158	170	collectivité	C0009462	EXACT	Collectivité	Y a-t-il un âge idéal pour entrer en [collectivité]{Geographic Areas} ?	Community	C0009462
1043080	1043080.1	Procedures	25	34	éducative	C0039401	EXACT	Educating	Une expérience d' action [éducative]{Procedures} de la Croix-Rouge Française	Educational process of instructing	C0039401
1043080	1043080.2	Geographic Areas	53	62	Française	C0016674	EXACT	FRA	Une expérience d' action éducative de la Croix-Rouge [Française]{Geographic Areas}	France	C0016674
10434200	10434200.2	Anatomy	27	33	orbite	C0029180	EXACT	Orbite	Hématome subpériosté de l' [orbite]{Anatomy} associé à un hématome extra-dural frontal .	Ocular orbit	C0029180
10434200	10434200.3	Disorders	47	67	hématome extra-dural	C0238154	EXACT	Hématome extra-dural	Hématome subpériosté de l' orbite associé à un [hématome extra-dural]{Disorders} frontal .	Cranial Epidural Hematoma	C0238154
10465002	10465002.2	Disorders	0	8	Syndrome	C0039082	EXACT	Syndrome	[Syndrome]{Disorders} thrombo-embolique de la station assise prolongée et vols de longue durée : l' expérience du Service Médical d' Urgence d' Aéroports De Paris .	Syndrome	C0039082
10465002	10465002.3	Geographic Areas	144	149	Paris	C0030561	EXACT	Paris	Syndrome thrombo-embolique de la station assise prolongée et vols de longue durée : l' expérience du Service Médical d' Urgence d' Aéroports De [Paris]{Geographic Areas} .	Paris, France	C0030561
10486541	10486541.1	Phenomena	0	11	Irradiation	C0851346	EXACT	RADIATION	[Irradiation]{Phenomena} fractionnée des neurinomes de l' angle pontocérébelleux : 12 ans d' expérience au centre hospitalier universitaire de Bordeaux .	Radiation	C0851346
1050806	1050806.1	Disorders	3	11	accident	C0000924	EXACT	ACCIDENT	Un [accident]{Disorders} dramatique : les brûlures de l' enfant	Accidents	C0000924
1050806	1050806.2	Disorders	29	37	brûlures	C0006434	EXACT	Brûlures	Un accident dramatique : les [brûlures]{Disorders} de l' enfant	Burn injury	C0006434
1050806	1050806.3	Living Beings	44	50	enfant	C0008059	EXACT	Enfant	Un accident dramatique : les brûlures de l' [enfant]{Living Beings}	Child	C0008059
10651618	10651618.1	Disorders	0	6	Myiase	C0027030	EXACT	Myiase	[Myiase]{Disorders} furonculoïde sud-américaine .	Myiasis	C0027030
10668094	10668094.1	Disorders	0	21	Perforation gastrique	C0235884	EXACT	Perforation gastrique	[Perforation gastrique]{Disorders} néonatale spontanée .	Perforation of stomach	C0235884
10668094	10668094.2	Living Beings	22	31	néonatale	C0021289	EXACT	NEONATE	Perforation gastrique [néonatale]{Living Beings} spontanée .	Infant, Newborn	C0021289
1071228	1071228.1	Procedures	33	39	greffe	C0040732	EXACT	Greffe	Présentation d' une technique de [greffe]{Procedures} gingivale libre : fixation à l' aide de N-butyl cyano-acrylate , données cliniques	Transplantation	C0040732
1071228	1071228.2	Anatomy	40	49	gingivale	C0017562	EXACT	Gingival	Présentation d' une technique de greffe [gingivale]{Anatomy} libre : fixation à l' aide de N-butyl cyano-acrylate , données cliniques	Gingiva	C0017562
10730169	10730169.1	Chemicals & Drugs	20	35	médicamenteuses	C0013227	EXACT	Médicaments	Audit des pratiques [médicamenteuses]{Chemicals & Drugs} en anesthésie .	Pharmaceutical Preparations	C0013227
10730169	10730169.2	Procedures	39	49	anesthésie	C0002903	EXACT	Anesthésie	Audit des pratiques médicamenteuses en [anesthésie]{Procedures} .	Anesthesia procedures	C0002903
1078044	1078044.1	Devices	48	60	articulateur	C0003911	EXACT	Articulateurs	Le montage du modèle séparable inférieur sur l' [articulateur]{Devices} de Hanau H2 - XPR .	Articulators	C0003911
10783557	10783557.1	Anatomy	19	28	cérébrale	C0006104	EXACT	Encéphale	Panthrombophlébite [cérébrale]{Anatomy} chez un patient paucisymptomatique .	Brain	C0006104
10783557	10783557.2	Living Beings	37	44	patient	C0030705	EXACT	PATIENT	Panthrombophlébite cérébrale chez un [patient]{Living Beings} paucisymptomatique .	Patients	C0030705
10795016	10795016.1	Disorders	0	9	Infarctus	C0021308	EXACT	Infarctus	[Infarctus]{Disorders} bulbaire médian bilatéral .	Infarction	C0021308
10804403	10804403.1	Disorders	3	13	hydatidose	C0013502	EXACT	Hydatidose	L' [hydatidose]{Disorders} intradurale rachidienne à propos d' un cas .	Echinococcosis	C0013502
10804403	10804403.2	Anatomy	26	37	rachidienne	C0037949	EXACT	Colonne rachidienne	L' hydatidose intradurale [rachidienne]{Anatomy} à propos d' un cas .	Vertebral column	C0037949
10853561	10853561.1	Disorders	0	16	Dyspnée laryngée	C0277855	EXACT	Dyspnée laryngée	[Dyspnée laryngée]{Disorders} de l' enfant .	Inspiratory dyspnea	C0277855
10853561	10853561.2	Living Beings	23	29	enfant	C0008059	EXACT	Enfant	Dyspnée laryngée de l' [enfant]{Living Beings} .	Child	C0008059
10853561	10853561.3	Phenomena	93	100	urgence	C0013956	EXACT	EMERGENCY	Orientation diagnostique et conduite à tenir en situation d' [urgence]{Phenomena} .	Emergency Situation	C0013956
10916008	10916008.1	Anatomy	0	7	Lumière	C0524461	EXACT	Lumens	[Lumière]{Anatomy} anévrismale aortique accessoire rétrograde alimentant l' artère mésentérique inférieure .	Structure of lumen of body system	C0524461
10916008	10916008.2	Disorders	8	19	anévrismale	C0002940	EXACT	Anévrisme	Lumière [anévrismale]{Disorders} aortique accessoire rétrograde alimentant l' artère mésentérique inférieure .	Aneurysm	C0002940
10916008	10916008.3	Anatomy	20	28	aortique	C0003483	EXACT	Aortic	Lumière anévrismale [aortique]{Anatomy} accessoire rétrograde alimentant l' artère mésentérique inférieure .	Aorta	C0003483
10916008	10916008.5	Anatomy	65	71	artère	C0003842	EXACT	Artère	Lumière anévrismale aortique accessoire rétrograde alimentant l' [artère]{Anatomy} mésentérique inférieure .	Arteries	C0003842
10916008	10916008.6	Anatomy	0	28	Lumière aortique	C0506213	EXACT	Aortic lumen	[Lumière] anévrismale [aortique]{Anatomy} accessoire rétrograde alimentant l' artère mésentérique inférieure .	Aorta lumen	C0506213
10916651	10916651.1	Procedures	0	23	Commissurotomie mitrale	C0190080	EXACT	Commissurotomie mitrale	[Commissurotomie mitrale]{Procedures} percutanée par dilatateur métallique .	Mitral valvotomy	C0190080
10916651	10916651.3	Living Beings	97	105	patients	C0030705	EXACT	Patients	Expérience multicentrique sur 500 [patients]{Living Beings} .	Patients	C0030705
10941310	10941310.1	Procedures	17	24	traiter	C0087111	EXACT	Traitement	Pourquoi faut-il [traiter]{Procedures} une onychomycose avec patience et persévérance ?	Therapeutic procedure	C0087111
10941310	10941310.2	Disorders	29	41	onychomycose	C0040261	EXACT	Onychomycose	Pourquoi faut-il traiter une [onychomycose]{Disorders} avec patience et persévérance ?	Onychomycosis	C0040261
10941310	10941310.3	Procedures	104	118	thérapeutiques	C0087111	EXACT	Procédure thérapeutique	Comment contourner les échecs [thérapeutiques]{Procedures} ?	Therapeutic procedure	C0087111
10986766	10986766.1	Procedures	0	22	Traitement chirurgical	C0543467	EXACT	Procédure chirurgicale	[Traitement chirurgical]{Procedures} de la maladie de Crohn du gros intestin : l' atteinte rectale influence-t-elle les résultats de l' anastomose iléorectale ?	Operative Surgical Procedures	C0543467
10986766	10986766.2	Procedures	0	10	Traitement	C0087111	EXACT	Traitement	[Traitement]{Procedures} chirurgical de la maladie de Crohn du gros intestin : l' atteinte rectale influence-t-elle les résultats de l' anastomose iléorectale ?	Therapeutic procedure	C0087111
10986766	10986766.3	Disorders	29	62	maladie de Crohn du gros intestin	C0156147	EXACT	Maladie de Crohn du colon	Traitement chirurgical de la [maladie de Crohn du gros intestin]{Disorders} : l' atteinte rectale influence-t-elle les résultats de l' anastomose iléorectale ?	Crohn's disease of large bowel	C0156147
10986766	10986766.4	Disorders	29	45	maladie de Crohn	C0010346	EXACT	Maladie de Crohn	Traitement chirurgical de la [maladie de Crohn]{Disorders} du gros intestin : l' atteinte rectale influence-t-elle les résultats de l' anastomose iléorectale ?	Crohn Disease	C0010346
10986766	10986766.5	Anatomy	49	62	gros intestin	C0021851	EXACT	Gros intestin	Traitement chirurgical de la maladie de Crohn du [gros intestin]{Anatomy} : l' atteinte rectale influence-t-elle les résultats de l' anastomose iléorectale ?	Large Intestine	C0021851
10986766	10986766.7	Anatomy	77	84	rectale	C0034896	EXACT	RECTUM	Traitement chirurgical de la maladie de Crohn du gros intestin : l' atteinte [rectale]{Anatomy} influence-t-elle les résultats de l' anastomose iléorectale ?	Rectum	C0034896
10986766	10986766.8	Procedures	122	144	anastomose iléorectale	C0192754	EXACT	Anastomose iléorectale	Traitement chirurgical de la maladie de Crohn du gros intestin : l' atteinte rectale influence-t-elle les résultats de l' [anastomose iléorectale]{Procedures} ?	Ileorectostomy	C0192754
11028160	11028160.1	Procedures	0	12	Embolisation	C0013931	EXACT	Embolisation	[Embolisation]{Procedures} hemostatique de carcinome hepatocellulaire complique D' hemoperitoine .	Therapeutic embolisation	C0013931
11028160	11028160.2	Physiology	13	25	hemostatique	C0019116	EXACT	Hemostatic	Embolisation [hemostatique]{Physiology} de carcinome hepatocellulaire complique D' hemoperitoine .	Hemostatic function	C0019116
11028160	11028160.4	Disorders	69	82	hemoperitoine	C0019065	EXACT	HEMOPERITOINE	Embolisation hemostatique de carcinome hepatocellulaire complique D' [hemoperitoine]{Disorders} .	Hemoperitoneum	C0019065
11139690	11139690.1	Objects	10	21	moléculaire	C0567416	EXACT	Molecule	Génétique [moléculaire]{Objects} des rétinopathies pigmentaires : identification de mutations des gènes CHM , RDS , RHO , RPE65 , USH2A et XLRS1 .	Molecule	C0567416
11139690	11139690.2	Disorders	26	52	rétinopathies pigmentaires	C0035334	EXACT	Rétinite pigmentaire	Génétique moléculaire des [rétinopathies pigmentaires]{Disorders} : identification de mutations des gènes CHM , RDS , RHO , RPE65 , USH2A et XLRS1 .	Retinitis Pigmentosa	C0035334
11147072	11147072.2	Living Beings	16	26	nourrisson	C0021270	EXACT	Nourrisson de 1 à 23 mois	Les malaises du [nourrisson]{Living Beings} d' origine neurologique .	Infant	C0021270
11147072	11147072.3	Anatomy	38	50	neurologique	C0027763	EXACT	Neurologic system	Les malaises du nourrisson d' origine [neurologique]{Anatomy} .	Nervous system structure	C0027763
11173697	11173697.1	Disorders	0	24	Maladie de Hailey-Hailey	C0085106	EXACT	Maladie de Hailey-Hailey	[Maladie de Hailey-Hailey]{Disorders} .	Familial benign pemphigus	C0085106
11173697	11173697.2	Disorders	0	7	Maladie	C0012634	EXACT	Pathologie	[Maladie]{Disorders} de Hailey-Hailey .	Disease	C0012634
1129127	1129127.2	Living Beings	16	26	néo-natale	C0021289	EXACT	NEONATE	Leucinose alguë [néo-natale]{Living Beings}	Infant, Newborn	C0021289
11294053	11294053.2	Phenomena	12	19	urgence	C0013956	EXACT	EMERGENCY	Pratique d' [urgence]{Phenomena} : principes généraux gouvernant la prise en charge hospitalière du polytraumatisé .	Emergency Situation	C0013956
11294053	11294053.3	Procedures	55	83	prise en charge hospitalière	C0259945	EXACT	Hospital care	Pratique d' urgence : principes généraux gouvernant la [prise en charge hospitalière]{Procedures} du polytraumatisé .	Hospital care	C0259945
11421164	11421164.1	Anatomy	3	7	peau	C1123023	EXACT	Peau	La [peau]{Anatomy} , le froid et les sports d' hiver .	Skin	C1123023
11475898	11475898.1	Anatomy	3	9	muscle	C0026845	EXACT	Muscle	Du [muscle]{Anatomy} à l' action -- Hermann von Helmholtz ( 1821 - 1894 ).	Muscle	C0026845
11480116	11480116.1	Disorders	34	57	insuffisants cardiaques	C0018801	EXACT	INSUFFISANCE CARDIAQUE	Le réentraînement à l' effort des [insuffisants cardiaques]{Disorders} .	Heart failure	C0018801
11480116	11480116.2	Anatomy	47	57	cardiaques	C0018787	EXACT	Cardiac	Le réentraînement à l' effort des insuffisants [cardiaques]{Anatomy} .	Heart	C0018787
11631266	11631266.1	Living Beings	50	64	psychanalystes	C0600090	EXACT	Psychoanalyst	Critique politique des principes d' éducation des [psychanalystes]{Living Beings} hongrois .	Psychoanalyst	C0600090
11677862	11677862.3	Procedures	90	97	placebo	C0032042	EXACT	Placebo	[placebo]{Procedures} .	Placebos	C0032042
11677862	11677862.4	Procedures	64	84	étude en double-insu	C0013072	EXACT	Étude à double insu	Spécialités homéopathiques en substitution de benzodiazépines : [étude en double-insu]{Procedures} vs .	Double Blind Method	C0013072
11683095	11683095.1	Disorders	0	18	Mastoïdites aiguës	C0701825	EXACT	Mastoïdite aiguë	[Mastoïdites aiguës]{Disorders} extériorisées de l' enfant : à propos d' une série de 48 cas .	Acute mastoiditis	C0701825
11683095	11683095.2	Living Beings	39	45	enfant	C0008059	EXACT	Enfant	Mastoïdites aiguës extériorisées de l' [enfant]{Living Beings} : à propos d' une série de 48 cas .	Child	C0008059
11771429	11771429.1	Disorders	21	34	hypercalcemie	C0020437	EXACT	HYPERCALCEMIE	Les etiologies de l' [hypercalcemie]{Disorders} : etude a propos de 47 cas dans un service de medecine interne .	Hypercalcemia	C0020437
11771429	11771429.2	Procedures	37	42	etude	C2603343	EXACT	Study	Les etiologies de l' hypercalcemie : [etude]{Procedures} a propos de 47 cas dans un service de medecine interne .	Study	C2603343
1178279	1178279.1	Disorders	0	12	Pachyonychie	C0240444	EXACT	Pachyonychie	[Pachyonychie]{Disorders} congénitale	Pachyonychia	C0240444
1178466	1178466.1	Disorders	74	81	anémies	C0002871	EXACT	Anémie	"Son intérêt diagnostique dans les [anémies]{Disorders} "" inflammatoires """	Anemia	C0002871
1178466	1178466.2	Disorders	84	98	inflammatoires	C0021368	EXACT	Réaction inflammatoire	"Son intérêt diagnostique dans les anémies "" [inflammatoires]{Disorders} """	Inflammation	C0021368
1178466	1178466.3	Chemicals & Drugs	8	20	haptoglobine	C0018595	EXACT	Haptoglobines	Rapport [haptoglobine]{Chemicals & Drugs} / sidérophilline .	Haptoglobins	C0018595
11797298	11797298.1	Disorders	0	10	Affections	C0012634	EXACT	Affection	[Affections]{Disorders} bénignes et radiothérapie : une enquête de la pratique en Belgique .	Disease	C0012634
11797298	11797298.2	Procedures	23	36	radiothérapie	C1522449	EXACT	Radiothérapie	Affections bénignes et [radiothérapie]{Procedures} : une enquête de la pratique en Belgique .	Therapeutic radiology procedure	C1522449
11797298	11797298.3	Geographic Areas	69	77	Belgique	C0004950	EXACT	Belgique	Affections bénignes et radiothérapie : une enquête de la pratique en [Belgique]{Geographic Areas} .	Belgium	C0004950
11797298	11797298.4	Procedures	95	108	radiothérapie	C1522449	EXACT	Radiothérapie	Peer review de [radiothérapie]{Procedures} de Belgique .	Therapeutic radiology procedure	C1522449
11797298	11797298.5	Geographic Areas	112	120	Belgique	C0004950	EXACT	Belgique	Peer review de radiothérapie de [Belgique]{Geographic Areas} .	Belgium	C0004950
11852772	11852772.1	Disorders	12	25	complications	C0009566	EXACT	Complication	Principales [complications]{Disorders} de la grossesse .	Complication	C0009566
11865566	11865566.1	Disorders	0	8	Syndrome	C0039082	EXACT	Syndrome	[Syndrome]{Disorders} confuso-délirant sous IFN alpha .	Syndrome	C0039082
11865566	11865566.3	Chemicals & Drugs	31	40	IFN alpha	C0002199	EXACT	IFN-alpha	Syndrome confuso-délirant sous [IFN alpha]{Chemicals & Drugs} .	Interferon-alpha	C0002199
11913078	11913078.1	Disorders	0	12	Légionellose	C0023240	EXACT	Légionellose	[Légionellose]{Disorders} chez les patients infectés par le VIH - 1 .	Legionellosis	C0023240
11913078	11913078.2	Living Beings	22	30	patients	C0030705	EXACT	Patients	Légionellose chez les [patients]{Living Beings} infectés par le VIH - 1 .	Patients	C0030705
11913078	11913078.3	Disorders	31	39	infectés	C3714514	EXACT	INFECT	Légionellose chez les patients [infectés]{Disorders} par le VIH - 1 .	Infection	C3714514
11913078	11913078.5	Procedures	59	71	observations	C0302523	EXACT	Observation in research	4 [observations]{Procedures} .	Observation in research	C0302523
12055755	12055755.1	Disorders	0	12	Parasystolie	C0206068	EXACT	PARASYSTOLIE	[Parasystolie]{Disorders} .	Parasystole	C0206068
12056092	12056092.2	Anatomy	69	77	prostate	C0033572	EXACT	PROSTATE	Corrélations anatomoradiologiques dans l' hypertrophie bénigne de la [prostate]{Anatomy} .	Prostate	C0033572
120695	120695.1	Chemicals & Drugs	43	53	rifamycine	C0035609	EXACT	Rifamycine	Comparaison de l' utilisation locale de la [rifamycine]{Chemicals & Drugs} SV et de la polyvinylpyrrolidone iodée en chirugie réparatrice de la main .	Rifamycins	C0035609
120695	120695.2	Chemicals & Drugs	66	92	polyvinylpyrrolidone iodée	C0032857	EXACT	Polyvinylpyrrolidone iodée	Comparaison de l' utilisation locale de la rifamycine SV et de la [polyvinylpyrrolidone iodée]{Chemicals & Drugs} en chirugie réparatrice de la main .	Povidone-iodine	C0032857
120695	120695.4	Procedures	96	104	chirugie	C0543467	EXACT	Chirurgie	Comparaison de l' utilisation locale de la rifamycine SV et de la polyvinylpyrrolidone iodée en [chirugie]{Procedures} réparatrice de la main .	Operative Surgical Procedures	C0543467
120695	120695.5	Anatomy	123	127	main	C0018563	EXACT	Main	Comparaison de l' utilisation locale de la rifamycine SV et de la polyvinylpyrrolidone iodée en chirugie réparatrice de la [main]{Anatomy} .	Hand	C0018563
120695	120695.6	Procedures	130	154	Expérimentation clinique	C0008976	EXACT	Essais cliniques comme sujet	[Expérimentation clinique]{Procedures} contrôlée portant sur 56 cas .	Clinical Trials	C0008976
1209055	1209055.2	Anatomy	35	42	cutanée	C1123023	EXACT	Cutaneous tissue	Forme familiale d' épithéliomatose [cutanée]{Anatomy} avec tableau neurologique complexe proche de l' hérédodégénérescence spino-cérébelleuse .	Skin	C1123023
1209055	1209055.4	Disorders	91	130	hérédodégénérescence spino-cérébelleuse	C0037952	EXACT	Dégénérescences spino-cérébelleuses	Forme familiale d' épithéliomatose cutanée avec tableau neurologique complexe proche de l' [hérédodégénérescence spino-cérébelleuse]{Disorders} .	Spinocerebellar Degeneration	C0037952
12108311	12108311.1	Disorders	0	16	Syndrome de Reye	C0035400	EXACT	SYNDROME DE REYE	[Syndrome de Reye]{Disorders} sévère : à propos de 14 cas pris en charge dans une unité de réanimation pédiatrique pendant 11 ans .	Reye syndrome	C0035400
12108311	12108311.2	Disorders	0	8	Syndrome	C0039082	EXACT	Syndrome	[Syndrome]{Disorders} de Reye sévère : à propos de 14 cas pris en charge dans une unité de réanimation pédiatrique pendant 11 ans .	Syndrome	C0039082
12108311	12108311.3	Procedures	45	59	pris en charge	C0376636	EXACT	Prise en charge de la maladie	Syndrome de Reye sévère : à propos de 14 cas [pris en charge]{Procedures} dans une unité de réanimation pédiatrique pendant 11 ans .	Disease Management	C0376636
12108311	12108311.4	Objects	69	101	unité de réanimation pédiatrique	C0021710	EXACT	Unités de soins intensifs pédiatriques	Syndrome de Reye sévère : à propos de 14 cas pris en charge dans une [unité de réanimation pédiatrique]{Objects} pendant 11 ans .	Pediatric intensive care unit	C0021710
1211164	1211164.2	Objects	20	31	laboratoire	C0022877	EXACT	Laboratoires	De l' intérêt d' un [laboratoire]{Objects} médical d' audio-prothèse	Laboratory	C0022877
121206	121206.1	Disorders	3	20	ostéoradionécrose	C0029461	EXACT	Ostéoradionécrose	L' [ostéoradionécrose]{Disorders} mandibulaire .	Osteoradionecrosis	C0029461
121206	121206.2	Anatomy	21	33	mandibulaire	C0024687	EXACT	Mandibula	L' ostéoradionécrose [mandibulaire]{Anatomy} .	Mandible	C0024687
1214206	1214206.1	Chemicals & Drugs	25	38	antibiotiques	C0003232	EXACT	Antibiotiques	Les monographies sur les [antibiotiques]{Chemicals & Drugs} de la Pharmacopée Européenne ( Vol .	Antibiotics	C0003232
1214206	1214206.2	Geographic Areas	57	67	Européenne	C0015176	EXACT	Europe	Les monographies sur les antibiotiques de la Pharmacopée [Européenne]{Geographic Areas} ( Vol .	Europe	C0015176
12148203	12148203.2	Physiology	12	32	développement mental	C0599735	EXACT	Mental development	Troubles du [développement mental]{Physiology} et schizophrénie .	Mental development	C0599735
12148203	12148203.3	Disorders	36	49	schizophrénie	C0036341	EXACT	Schizophrénie	Troubles du développement mental et [schizophrénie]{Disorders} .	Schizophrenia	C0036341
12148263	12148263.1	Procedures	17	49	évaluation de la fonction rénale	C0022662	EXACT	Tests de la fonction rénale	Difficulté de l' [évaluation de la fonction rénale]{Procedures} chez l' hypertendu âgé .	Kidney Function Tests	C0022662
12148263	12148263.2	Procedures	17	27	évaluation	C1261322	EXACT	Evaluation - action	Difficulté de l' [évaluation]{Procedures} de la fonction rénale chez l' hypertendu âgé .	Evaluation procedure	C1261322
12148263	12148263.3	Physiology	34	49	fonction rénale	C0232804	EXACT	Function renal	Difficulté de l' évaluation de la [fonction rénale]{Physiology} chez l' hypertendu âgé .	Renal function	C0232804
12148263	12148263.4	Anatomy	43	49	rénale	C0022646	EXACT	Renal	Difficulté de l' évaluation de la fonction [rénale]{Anatomy} chez l' hypertendu âgé .	Kidney	C0022646
